context,question,correct_answer,answer_start
"Frederico II da Prússia recebeu relatos dos confrontos na América do Norte e formou uma aliança com a Grã-Bretanha. Em 29 de agosto de 1756, ele liderou tropas prussianas através da fronteira da Saxônia, um dos pequenos estados alemães ligados à Áustria. Ele pretendia isso como uma preempção ousada de uma invasão austro-francesa antecipada da Silésia. Ele tinha três objetivos em sua nova guerra contra a Áustria. Primeiro, ele apreenderia a Saxônia e a eliminaria como uma ameaça à Prússia, depois usando o exército e o tesouro saxões para ajudar no esforço de guerra da Prússia. Seu segundo objetivo era avançar para a Boêmia, onde ele poderia instalar alojamentos de inverno às custas da Áustria. Terceiro, ele queria invadir a Morávia da Silésia, tomar a fortaleza de Olmütz e avançar em Viena para forçar o fim da guerra.",Qual foi o objetivo da invasão da Saxônia?,ele apreenderia a Saxônia e a eliminaria como uma ameaça à Prússia,426
"O segundo álbum solo de Beyoncé, B'Day, foi lançado em 5 de setembro de 2006, nos EUA, para coincidir com seu vigésimo quinto aniversário. Ele vendeu 541.000 cópias em sua primeira semana e estreou no topo da Billboard 200, tornando-se o segundo álbum número um consecutivo de Beyoncé nos Estados Unidos. O single principal do álbum ""Déjà Vu"", com Jay Z, alcançou os cinco primeiros na parada Billboard Hot 100. O segundo single internacional ""Irreplaceable"" foi um sucesso comercial em todo o mundo, alcançando o número um na Austrália, Hungria, Irlanda, Nova Zelândia e Estados Unidos. B'Day também produziu outros três singles; ""Toque o alarme"", ""Get Me Bodied"" e ""Green Light"" (lançado apenas no Reino Unido).",Quantos álbuns Beyonce vendeu na primeira semana quando ela lançou seu segundo álbum?,541.000,150
"As chamadas são usadas para uma variedade de propósitos, incluindo atração de parceiros, avaliação de parceiros em potencial, formação de vínculos, reivindicação e manutenção de territórios, identificação de outros indivíduos (como quando os pais procuram filhotes em colônias ou quando parceiros se reúnem no início). época de reprodução) e o aviso de outras aves de predadores em potencial, às vezes com informações específicas sobre a natureza da ameaça. Algumas aves também usam sons mecânicos para comunicação auditiva. Os snipes Coenocorypha da Nova Zelândia conduzem o ar através de suas penas, os pica-paus tocam territorialmente, e as cacatuas de Palma usam ferramentas para bater.",Que tipo de pássaro usa ferramentas para tocar tambor?,Palma,656
"A terceira geração começou incluindo um conector dock de 30 pinos, permitindo conectividade FireWire ou USB. Isso proporcionou melhor compatibilidade com máquinas que não são da Apple, pois a maioria delas não tinha portas FireWire na época. Eventualmente, a Apple começou a enviar iPods com cabos USB em vez de FireWire, embora o último estivesse disponível separadamente. A partir do iPod Nano de primeira geração e do iPod Classic de quinta geração, a Apple interrompeu o uso do FireWire para transferência de dados (enquanto ainda permitia o uso do FireWire para carregar o dispositivo), na tentativa de reduzir o custo e o fator de forma. Desde o iPod Touch de segunda geração e o iPod Nano de quarta geração, a capacidade de carregamento do FireWire foi removida. O iPod Aleatório de segunda, terceira e quarta geração usa um único conector de minijack de 3,5 mm que funciona como um fone de ouvido e uma porta de dados para o dock.",Qual modelo de iPod combinou o fone de ouvido e a porta de dados?,Aleatório,777
"O finalista Phillip Phillips sofria de dor nos rins e foi levado ao hospital antes dos resultados do Top 13, e mais tarde recebeu procedimento médico para aliviar um bloqueio causado por pedras nos rins. Foi relatado que ele teve oito cirurgias durante sua corrida no ídolo e considerou deixar o programa devido à dor. Ele foi submetido a uma cirurgia para remover as pedras e reconstruir seu rim logo após o término da temporada.",Qual competidor pensou em deixar o concurso por causa de dor no rim?,Phillip Phillips,12
"A arquitetura de design do USB é assimétrica em sua topologia, consistindo em um host, várias portas USB downstream e vários dispositivos periféricos conectados em uma topologia em estrela em camadas. Hubs USB adicionais podem ser incluídos nas camadas, permitindo ramificação em uma estrutura de árvore com até cinco níveis de camada. Um host USB pode implementar vários controladores de host e cada controlador de host pode fornecer uma ou mais portas USB. Até 127 dispositivos, incluindo dispositivos de hub, se presentes, podem ser conectados a um único controlador host. Os dispositivos USB são vinculados em série através de hubs. Um hub - incorporado ao controlador host - é o hub raiz.",Um host USB pode implementar quantos controladores de host?,vários,365
"De 2004 a 2007, os cinco principais bancos de investimento dos EUA aumentaram significativamente sua alavancagem financeira (veja o diagrama), o que aumentou sua vulnerabilidade a um choque financeiro. Alterações nos requisitos de capital, destinadas a manter os bancos americanos competitivos com suas contrapartes européias, permitiram ponderações de risco mais baixas para títulos AAA. A mudança de parcelas de primeira perda para parcelas de AAA foi vista pelos reguladores como uma redução de risco que compensava a maior alavancagem. Essas cinco instituições declararam mais de US $ 4,1 trilhões em dívidas no ano fiscal de 2007, cerca de 30% do PIB nominal dos EUA em 2007. Irmãos Lehman faliram e foram liquidados, Bear Stearns e Merrill Lynch foram vendidos a preços de liquidação, e Goldman Sachs e Morgan Stanley tornou-se bancos comerciais, sujeitando-se a uma regulamentação mais rigorosa. Com exceção do Lehman, essas empresas exigiram ou receberam apoio do governo. O Lehman informou que havia conversado com o Bank of America e o Barclays sobre a possível venda da empresa. No entanto, tanto o Barclays quanto o Bank of America se recusaram a comprar a empresa inteira.",Qual instituição financeira faliu e foi liquidada em 2007?,Irmãos Lehman,681
"Em dezembro de 2005, a ativista Suzanne Shell entrou com uma ação exigindo que o Internet Archive pagasse US $ 100.000 por arquivar seu site profane-justice.org entre 1999 e 2004. O Internet Archive entrou com uma ação declaratória no Tribunal Distrital dos Estados Unidos no Distrito Norte da Califórnia em 20 de janeiro de 2006, buscando uma determinação judicial de que o Internet Archive não violava os direitos autorais da Shell. A Shell respondeu e instaurou um processo contra o Internet Archive por arquivar seu site, que ela alega estar violando seus termos de serviço. Em 13 de fevereiro de 2007, um juiz do Tribunal Distrital dos Estados Unidos do Distrito do Colorado negou provimento a todas as reconvocações, exceto a quebra de contrato. O Internet Archive não se moveu para rejeitar as alegações de violação de direitos autorais que a Shell afirmou decorrentes de suas atividades de cópia, o que também passaria adiante.",Em que jurisdição onde reconvenção anula o tribunal?,Distrito do Colorado,659
"Em um ensaio sobre os judeus sefarditas, Daniel Elazar, no Centro de Assuntos Públicos de Jerusalém, resumiu a história demográfica dos judeus asquenazes nos últimos mil anos, observando que no final do século 11, 97% dos judeus do mundo eram sefarditas e 3% asquenazes. ; no final do século XVI, o: 'Tratado sobre a redenção de cativos', de Gracian, a mãe de Deus, Mercy Priest, que foi preso por turcos, cita um hebraico tunisino, cativo ao chegar a Gaeta, que ajudou outros dinheiro, chamado: 'Simon Escanasi', em meados do século XVII, ""os sefardins ainda superavam em número os Ashkenazim de três a dois"", mas até o final do século XVIII, ""os Ashkenazim superaram em número os sefarditas de três a dois, resultado de melhores condições de vida em Europa cristã versus o mundo muçulmano otomano "". Em 1931, os judeus Ashkenazi representavam quase 92% dos judeus do mundo. Esses fatores são pura demografia, mostrando os padrões de migração dos judeus da Europa do Sul e Ocidental para a Europa Central e Oriental.","De acordo com Daniel Elazar, no Centro de Assuntos Públicos de Jerusalém, no final do século 11, qual a porcentagem de judeus do mundo era sefardita?",97%,214
"Essa escassa estatística se expandiu no século XX para incluir departamentos de antropologia na maioria das instituições de ensino superior do mundo, muitos milhares em número. A antropologia se diversificou de algumas subdivisões principais para dezenas mais. A antropologia prática, o uso de conhecimentos e técnicas antropológicas para resolver problemas específicos, chegou; por exemplo, a presença de vítimas enterradas pode estimular o uso de um arqueólogo forense para recriar a cena final. A organização atingiu o nível global. Por exemplo, o Conselho Mundial de Associações Antropológicas (WCAA), ""uma rede de associações nacionais, regionais e internacionais que visa promover a comunicação e cooperação mundial em antropologia"", atualmente contém membros de cerca de três dúzias de nações.",De quantas nações a WCAA se orgulha de membros?,cerca de três dúzias,769
"Temperaturas abaixo de 0 ° C (32 ° F) ou acima de 25 ° C (77 ° F) são raras. O Aeroporto de Cork registra uma média de 1.227,9 milímetros (4.029 pés) de precipitação por ano, a maioria dos quais é chuva. O aeroporto registra uma média de 7 dias de granizo e 11 dias de neve ou granizo por ano; embora só registre neve caída por 2 dias do ano. A baixa altitude da cidade, e as influências moderadoras do porto, significam que raramente ocorre neve na própria cidade. Há, em média, 204 dias ""chuvosos"" por ano (mais de 0,2 milímetros (0,0079 pol.) De chuva), dos quais 73 dias com ""fortes chuvas"" (mais de 5 milímetros (0,20 pol.)). Cork também é uma cidade geralmente nebulosa, com uma média de 97 dias de neblina por ano, mais comum durante as manhãs e durante o inverno. Apesar disso, Cork também é uma das cidades mais ensolaradas da Irlanda, com uma média de 3,9 horas de sol por dia e apenas 67 dias em que não há ""sol gravável"", principalmente durante e ao redor do inverno.",Quantos dias de neblina Cork costuma ter por ano?,média de 97,685
"O relatório do Conselho de Direitos Humanos das Nações Unidas de 2008 classificou ""extremamente credível"" a descrição da política de cidadania da Estônia como ""discriminatória"". Segundo pesquisas, apenas 5% da comunidade russa considerou retornar à Rússia em um futuro próximo. Os russos estonianos desenvolveram sua própria identidade - mais da metade dos entrevistados reconheceu que os russos estonianos diferem visivelmente dos russos na Rússia. Ao comparar o resultado com uma pesquisa de 2000, a atitude dos russos em relação ao futuro é muito mais positiva.",Que porcentagem de russos estonianos tem de voltar à Rússia?,5%,204
"Em setembro de 2007, durante um processo com a empresa detentora de patentes Burst.com, a Apple chamou a atenção para uma patente para um dispositivo semelhante desenvolvido em 1979. Kane Kramer solicitou uma patente do Reino Unido para o design de uma ""caixa de música de plástico"" em 1981 , que ele chamou de IXI. Ele não conseguiu garantir o financiamento para renovar a patente mundial de US $ 120.000, por isso ela expirou e Kramer nunca se beneficiou de sua idéia.",Como Kane Kramer chamou o dispositivo para o qual ele queria uma patente?,IXI,311
"Os trilhos da Ferrovia do Pacífico Norte (NPR) chegaram a Montana a partir do oeste em 1881 e do leste em 1882. No entanto, a ferrovia teve um papel importante em provocar tensões com tribos nativas americanas na década de 1870. Jay Cooke, presidente da NPR, lançou importantes pesquisas no vale de Yellowstone em 1871, 1872 e 1873, que foram desafiadas com força pelos Sioux sob o comando do Sitting Sitting Bull. Esses confrontos, em parte, contribuíram para o pânico de 1873, que atrasou a construção da ferrovia em Montana. Pesquisas em 1874, 1875 e 1876 ajudaram a desencadear a Grande Guerra Sioux de 1876. A NPR transcontinental foi concluída em 8 de setembro de 1883, em Gold Creek.",Em que ano foi a Grande Guerra dos Sioux Brancos?,1876,554
"Whitehead e Russell pensaram originalmente que o Principia Mathematica levaria um ano para ser concluído; acabou levando dez anos. Para acrescentar insulto à lesão, quando chegou a hora da publicação, o trabalho em três volumes era tão grande (mais de 2.000 páginas) e sua audiência tão estreita (matemáticos profissionais) que foi publicado inicialmente com uma perda de 600 libras, 300 que foi pago pela Cambridge University Press, 200 pela Royal Society de Londres e 50 por Whitehead e Russell. Apesar da perda inicial, hoje provavelmente não existe nenhuma biblioteca acadêmica importante no mundo que não possua uma cópia do Principia Mathematica.",Qual a prevalência de Principia Mathematica hoje?,hoje provavelmente não existe nenhuma biblioteca acadêmica importante no mundo que não possua uma cópia do Principia Mathematica,523
"Ao longo de sua pré-história e início da história, a região e sua vizinhança na região de Yangtze foram o berço de civilizações locais únicas, que podem ser datadas do século XV aC, coincidindo com os anos posteriores das dinastias Shang e Zhou no norte da China. . Sichuan foi referido nas fontes chinesas antigas como Ba-Shu (巴蜀), uma abreviação dos reinos de Ba e Shu que existiam dentro da bacia de Sichuan. Ba incluía Chongqing e a terra no leste de Sichuan, ao longo do Yangtze e alguns riachos tributários, enquanto Shu incluía hoje o Chengdu, sua planície circundante e territórios adjacentes no oeste de Sichuan.",Onde estavam localizados os reinos de Ba e Shu?,dentro da bacia de Sichuan,384
"O Missal Romano e a Liturgia das Horas do Rito Romano incluem naturalmente referências à imaculada concepção de Maria na festa da Imaculada Conceição. Um exemplo é o antífona que começa: ""Tota pulchra, Maria, et macula originalis non est in te"" (Você é linda, Maria, e a mancha original [do pecado] não está em você. Sua roupa é branca como a neve e seu rosto é como o sol. Você é linda, Maria, e a mancha original [do pecado] não está em você. Você é a glória de Jerusalém, você é a alegria de Israel, você honra o nosso povo. Vocês são lindos, Mary.) Com base na música gregoriana original, as configurações polifônicas foram compostas por Anton Bruckner, Pablo Casals, Maurice Duruflé, Grzegorz Gerwazy Gorczycki, Ola Gjeilo, José Maurício Nunes Garcia e Nikolaus Schapfl. ,",Que escritos oficiais dão orações específicas a cada hora do dia para os católicos?,Liturgia das Horas do Rito Romano,20
"No Canadá, a Royal Newfoundland Constabulary foi fundada em 1729, tornando-a a primeira força policial no Canadá atual. Foi seguido em 1834 pela polícia de Toronto e em 1838 pelas forças policiais de Montreal e Quebec. Uma força nacional, a Polícia de Domínio, foi fundada em 1868. Inicialmente, a Polícia de Domínio forneceu segurança ao parlamento, mas suas responsabilidades cresceram rapidamente. A famosa Polícia Montada do Noroeste Real foi fundada em 1873. A fusão dessas duas forças policiais em 1920 formou a mundialmente famosa Polícia Montada do Canadá Real.",Quando a polícia de Montreal foi criada?,1838,169
"Há controvérsia em torno do reconhecimento da bandeira da Alsácia. A bandeira histórica autêntica é a Rot-un-Wiss; Vermelho e branco são comumente encontrados no brasão das cidades da Alsácia (Estrasburgo, Mulhouse, Sélestat ...) e em muitas cidades da Suíça, especialmente na região de Basileia. A região alemã de Hesse usa uma bandeira semelhante à Rot-un-Wiss. Como sublinha as raízes germânicas da região, foi substituída em 1949 por uma nova bandeira ""Union Jack"" representando a união das duas depreciações. No entanto, não tem relevância histórica real. Desde então, foi substituído novamente por um ligeiramente diferente, representando também os dois departamentos. Com o objetivo de ""francesizar"" a região, o Rot-un-Wiss não foi reconhecido por Paris. Alguns estadistas superzelosos a chamaram de invenção nazista - enquanto suas origens remontam ao século XI e à bandeira vermelha e branca de Gérard de Lorraine (também conhecido como d'Alsace). A bandeira de Rot-un-Wiss ainda é conhecida como o verdadeiro emblema histórico da região pela maioria da população e pelos parlamentos dos departamentos e tem sido amplamente usada durante protestos contra a criação de uma nova ""super-região"" que reúne Champagne-Ardenas , Lorena e Alsácia, nomeadamente na estátua da liberdade de Colmar.",Como foi substituída a bandeira alemã semelhante à Rot-un-Wiss?,"bandeira ""Union Jack""",447
"A 15th Street começa na FDR Drive, e a 16th Street começa em um beco sem saída, entre a FDR Drive e a Avenue C. Ambos estão parados na Avenue C e continuam da First Avenue à West Street, novamente na Praça da União e na 16th Street também faz uma pausa na Praça Stuyvesant.",Qual praça para as ruas 15 e 16?,Praça da União,200
"O tratado de 1775 ""As variedades naturais da humanidade"", de Johann Friedrich Blumenbach, propôs cinco divisões principais: raça caucasóide, raça mongolóide, raça etíope (mais tarde denominada negróide e não deve ser confundida com a raça etíope mais restrita), raça indiana americana, e raça malaia, mas ele não propôs nenhuma hierarquia entre as raças. Blumenbach também observou a transição gradual nas aparências de um grupo para grupos adjacentes e sugeriu que ""uma variedade da humanidade passa tão sensatamente para a outra, que você não pode marcar os limites entre elas"".",Que tipo de transição foi observada de um grupo para o outro?,gradual,394
"American Idol é uma série de concursos de canto americana criada por Simon Fuller e produzida pela 19 Entertainment, e é distribuída pela FremantleMedia North America. Começou a ser exibido na Fox em 11 de junho de 2002, como um complemento ao formato dos ídolos baseado na série britânica Pop Idol e desde então se tornou um dos programas de maior sucesso na história da televisão americana. O conceito da série é encontrar novos artistas solo, com o vencedor sendo determinado pelos telespectadores da América. Os vencedores escolhidos pelos telespectadores por telefone, Internet e SMS foram Kelly Clarkson, Ruben Studdard, Fantasia Barrino, Carrie Underwood, Taylor Hicks, Jordin Sparks, David Cook, Kris Allen, Lee DeWyze, Scotty McCreery, Phillip Phillips, Candice Glover, Caleb Johnson e Nick Fradiani.",Quem criou o American Idol?,Simon Fuller,69
"O vácuo do coletor pode ser usado para acionar acessórios em automóveis. A aplicação mais conhecida é o servo a vácuo, usado para fornecer assistência de potência aos freios. Aplicações obsoletas incluem limpadores de pára-brisas a vácuo e bombas de combustível Autovac. Alguns instrumentos de aeronaves (Attitude Indicator (AI) e Heading Indicator (HI)) são tipicamente alimentados a vácuo, como proteção contra perda de todos os instrumentos (alimentados eletricamente), uma vez que as primeiras aeronaves geralmente não tinham sistema elétrico e duas fontes de vácuo prontamente disponíveis em uma aeronave em movimento - o motor e um venturi externo. A fusão por indução a vácuo utiliza indução eletromagnética no vácuo.",Por que o indicador de atitude e o indicador de rumo são alimentados a vácuo?,"proteção contra perda de todos os instrumentos (alimentados eletricamente),",397
"Em setembro de 2005, West anunciou que lançaria sua linha de roupas Pastelle na primavera de 2006, afirmando ""Agora que tenho um Grammy e o registro tardio está pronto, estou pronto para lançar minha linha de roupas na próxima primavera"". A linha foi desenvolvida nos quatro anos seguintes - com várias peças provocadas pelo próprio West - antes de finalmente ser cancelada em 2009. Em 2009, West colaborou com a Nike para lançar seu próprio sapato, o Air Yeezys, com uma segunda versão lançada em 2012. Em janeiro de 2009, West lançou sua primeira linha de calçados criada para a Louis Vuitton durante a Paris Fashion Week. A linha foi lançada no verão de 2009. West também projetou calçados para o Bape e o sapateiro italiano Giuseppe Zanotti.",Para que marca Kanye criou um sapato para a Paris Fashion Week?,Louis Vuitton,581
"O número total de caracteres chineses do passado para o presente permanece incognoscível porque os novos são desenvolvidos o tempo todo - por exemplo, as marcas podem criar novos caracteres quando nenhum dos existentes permitir o significado pretendido. Teoricamente, os caracteres chineses são um conjunto aberto e qualquer pessoa pode criar novos caracteres, embora essas invenções raramente sejam incluídas nos conjuntos de caracteres oficiais. O número de entradas nos principais dicionários chineses é o melhor meio de estimar o crescimento histórico do inventário de caracteres.",Qual é o melhor meio de estimar o crescimento histórico do inventário de personagens?,número de entradas nos principais dicionários chineses,450
"Victoria ficou satisfeita quando Gladstone renunciou em 1885, depois que seu orçamento foi derrotado. Ela achava que o governo dele era ""o pior que já tive"" e o culpou pela morte do general Gordon em Cartum. Gladstone foi substituído por Lord Salisbury. O governo de Salisbury durou apenas alguns meses, no entanto, e Victoria foi forçada a se lembrar de Gladstone, a quem ela se referia como ""um velho meio louco e realmente sob muitos aspectos ridículo"". Gladstone tentou aprovar um projeto de lei que concedia o domínio da Irlanda, mas, para alegria de Victoria, foi derrotado. Nas eleições seguintes, o partido de Gladstone perdeu para o de Salisbury e o governo mudou de mãos novamente.",Por que Gladstone renunciou?,seu orçamento foi derrotado,73
"Em 1951, o Partido Conservador voltou ao poder na Grã-Bretanha, sob a liderança de Winston Churchill. Churchill e os conservadores acreditavam que a posição da Grã-Bretanha como potência mundial dependia da continuidade da existência do império, com a base no Canal de Suez permitindo à Grã-Bretanha manter sua posição de destaque no Oriente Médio, apesar da perda da Índia. No entanto, Churchill não podia ignorar o novo governo revolucionário do Egito de Gamal Abdul Nasser, que assumira o poder em 1952, e no ano seguinte foi acordado que as tropas britânicas se retirariam da zona do Canal de Suez e que o Sudão receberia autodeterminação em 1955, com independência a seguir. A independência do Sudão foi concedida em 1 de janeiro de 1956.",Em que festa estava Winston Churchill?,Partido Conservador,11
"A maioria das lâmpadas possui vidro transparente ou revestido. As lâmpadas de vidro revestido têm uma substância branca em pó chamada caulino. O caulim, ou caulinita, é uma argila branca e calcária em pó muito fino, que é soprada e depositada eletrostaticamente no interior da lâmpada. Difunde a luz emitida pelo filamento, produzindo uma luz mais suave e uniformemente distribuída. Os fabricantes podem adicionar pigmentos ao caulino para ajustar as características da luz final emitida pela lâmpada. As lâmpadas difusoras de caulim são amplamente utilizadas na iluminação de interiores devido à sua luz relativamente suave. Também são feitos outros tipos de lâmpadas coloridas, incluindo as várias cores usadas para ""lâmpadas de festa"", luzes da árvore de Natal e outras luzes decorativas. Estes são criados pela coloração do vidro com um dopante; que geralmente é um metal como cobalto (azul) ou cromo (verde). Às vezes, o vidro contendo neodímio é usado para fornecer uma luz com aparência mais natural.",Como o caulim cria uma luz mais suave?,Difunde a luz emitida pelo filamento,286
"Sob o acordo coletivo de 1995-2004 da National Hockey League, as equipes estavam limitadas a nove jogos da pré-temporada. De 1975 a 1991, as equipes da NHL às vezes jogavam jogos de exibição contra times da União Soviética na Super Series e, em 1978, jogavam contra times da World Hockey Association também no treinamento de pré-temporada. Como a NFL, a NHL às vezes programa jogos de exibição para cidades sem suas próprias equipes da NHL, geralmente na filial de uma liga menor do clube (por exemplo, jogos de Carolina Hurricanes na Time Warner Cable Arena em Charlotte, casa de sua afiliada da AHL; jogos de Los Angeles Kings no Citizens Business Bank Arena em Ontário, Califórnia, casa de sua afiliada na ECHL; jogos do Montreal Canadiens na Colisée Pepsi na cidade de Quebec, que não tem hóquei profissional, mas costumava ter uma equipe da NHL até 1995; Washington Capitals na 1st Mariner Arena no Baltimore Hockey Classic ; várias equipes do oeste do Canadá no Credit Union Center em Saskatoon, um local potencial de expansão da NHL). Desde os anos 2000, alguns jogos de pré-temporada foram disputados na Europa contra times europeus, como parte das séries NHL Challenge e NHL Premiere. Além da pré-temporada padrão, também existem torneios em perspectiva, como o torneio YoungStars dos Vancouver Canucks e o campo de treinamento do Detroit Red Wings, no qual as equipes mais jovens das equipes da NHL se enfrentam sob a bandeira do clube pai.","Que arena de hóquei fica em Ontario, Califórnia?",Citizens Business Bank Arena,632
"Os insetos eusociais constroem ninhos, guardam ovos e fornecem alimento para o tempo total da prole (veja Eusocialidade). Muitos insetos, no entanto, levam vidas curtas quando adultos e raramente interagem entre si, exceto para acasalar ou competir por parceiros. Um pequeno número exibe alguma forma de cuidado dos pais, onde pelo menos guardam seus ovos e, às vezes, continuam guardando seus filhotes até a idade adulta, e possivelmente até alimentando-os. Outra forma simples de cuidado dos pais é construir um ninho (uma toca ou uma construção real, que pode ser simples ou complexa), armazenar provisões nele e depositar um ovo nessas provisões. O adulto não entra em contato com a prole em crescimento, mas fornece comida. Esse tipo de cuidado é típico para a maioria das espécies de abelhas e vários tipos de vespas.",Os insetos eusociais fornecem alimento para seus filhotes em período integral ou parcial?,tempo total,79
"A música de Beyoncé geralmente é de R&B, mas ela também incorpora pop, soul e funk em suas músicas. 4 demonstraram a exploração de R&B no estilo dos anos 90 por Beyoncé, bem como o uso adicional de soul e hip hop em comparação aos lançamentos anteriores. Enquanto ela lança quase exclusivamente músicas em inglês, Beyoncé gravou várias músicas em espanhol para o Irreemplazable (regravações de músicas do B'Day para um público em espanhol) e o relançamento do B'Day. Para gravá-las, Beyoncé foi treinada foneticamente pelo produtor americano Rudy Perez.",Beyonce foi treinada por suas músicas em espanhol pelas quais americana?,Rudy Perez,542
"As principais investigações de Hayek em economia diziam respeito a capital, dinheiro e ciclo de negócios. Mises já havia aplicado o conceito de utilidade marginal ao valor do dinheiro em sua Theory of Money and Credit (1912), na qual ele também propunha uma explicação para ""flutuações industriais"" com base nas idéias da antiga British Currency School e da Suécia. economista Knut Wicksell. Hayek usou esse corpo de trabalho como ponto de partida para sua própria interpretação do ciclo de negócios, elaborando o que mais tarde ficou conhecido como ""Teoria Austríaca do Ciclo de Negócios"". Hayek descreveu a abordagem austríaca em mais detalhes em seu livro, publicado em 1929, cuja tradução em inglês apareceu em 1933 como Teoria Monetária e o Ciclo do Comércio. Lá, ele defendeu uma abordagem monetária às origens do ciclo. Em Preços e produção (1931), Hayek argumentou que o ciclo de negócios resultou da expansão do crédito inflacionário do banco central e de sua transmissão ao longo do tempo, levando a uma má alocação de capital causada pelas taxas de juros artificialmente baixas. Hayek afirmou que ""a instabilidade passada da economia de mercado é a conseqüência da exclusão do regulador mais importante do mecanismo de mercado, o dinheiro, sendo ele próprio regulado pelo processo de mercado"".",Que trabalho Hayek produziu como resultado do estudo do livro de Mises?,Teoria Austríaca do Ciclo de Negócios,551
"O urânio é um elemento químico com o símbolo U e o número atômico 92. É um metal branco-prateado na série de actinídeos da tabela periódica. Um átomo de urânio possui 92 prótons e 92 elétrons, dos quais 6 são elétrons de valência. O urânio é fracamente radioativo porque todos os seus isótopos são instáveis (com meias-vidas dos seis isótopos naturalmente conhecidos, urânio 233 a urânio 238, variando entre 69 e 4,5 bilhões de anos). Os isótopos mais comuns do urânio são o urânio-238 (que possui 146 nêutrons e é responsável por quase 99,3% do urânio encontrado na natureza) e o urânio-235 (que possui 143 nêutrons, representando 0,7% do elemento encontrado naturalmente). O urânio tem o segundo maior peso atômico dos elementos que ocorrem primordialmente, mais leve que o plutônio. Sua densidade é cerca de 70% maior que a do chumbo, mas um pouco menor que a do ouro ou tungstênio. Ocorre naturalmente em baixas concentrações de algumas partes por milhão no solo, nas rochas e na água e é extraído comercialmente de minerais contendo urânio, como o uraninito.",Quantos elétrons de valência estão contidos em um átomo de urânio?,6,203
"Durante os tempos feudais e coloniais na Índia britânica, a caça era considerada um esporte real nos numerosos estados principescos, pois muitos marajás e nawabs, além de oficiais britânicos, mantinham um corpo inteiro de shikaris (caçadores de caça). caçadores profissionais nativos. Eles seriam chefiados por um mestre da caça, que poderia ser chamado de mir-shikar. Muitas vezes, eles recrutavam as tribos locais normalmente de baixo escalão por causa de seu conhecimento tradicional do meio ambiente e das técnicas de caça. Grandes jogos, como os tigres de Bengala, podem ser caçados nas costas de um elefante.",De que oficiais britânicos mantinham todo o corpo?,shikaris,222
"O orfanato Jenkins foi fundado em 1891 pelo Rev. Daniel J. Jenkins em Charleston. O orfanato aceitou doações de instrumentos musicais e a Rev. Jenkins contratou músicos locais de Charleston e Graduados do Instituto Avery para dar aulas de música aos meninos. Como resultado, os músicos de Charleston se tornaram proficientes em uma variedade de instrumentos e puderam ler música com habilidade. Essas características diferenciaram os músicos de Jenkins e ajudaram a conseguir algumas posições em grandes bandas com Duke Ellington e Count Basie. William ""Cat"" Anderson, Jabbo Smith e Freddie Green são apenas alguns dos ex-alunos da banda Jenkins Orphanage que se tornaram músicos profissionais em algumas das melhores bandas do dia. Orfanatos em todo o país começaram a desenvolver bandas de metais após o sucesso da Jenkins Orphanage Band. Na Home Brass Band do Colored Waif, em Nova Orleans, por exemplo, um jovem trompetista chamado Louis Armstrong começou a chamar a atenção.",De quem os formandos ensinaram muitos meninos do orfanato Jenkins?,Graduados do Instituto Avery,192
"Uma década em co-educação, agressão estudantil desenfreada e assédio por parte da faculdade tornou-se o ímpeto do processo pioneiro Alexander v. Yale. Embora sem êxito nos tribunais, o raciocínio jurídico por trás do caso mudou o cenário da lei de discriminação sexual e resultou no estabelecimento do Conselho de Queixas de Yale e do Centro de Mulheres de Yale. Em março de 2011, uma queixa do Título IX foi registrada contra Yale por estudantes e recém-formados, incluindo editores da revista feminista de Yale Broad Recognition, alegando que a universidade tinha um clima sexual hostil. Em resposta, a universidade formou um comitê diretor do Título IX para tratar de queixas de má conduta sexual.",Qual foi a reclamação dos editores do Broad Recognition?,a universidade tinha um clima sexual hostil,545
"As forças policiais modernas fazem uso extensivo de equipamentos de comunicação por rádio, transportados pessoalmente e instalados em veículos, para coordenar seu trabalho, compartilhar informações e obter ajuda rapidamente. Nos últimos anos, os computadores instalados em veículos aumentaram a capacidade das comunicações policiais, permitindo o envio mais fácil de chamadas, a verificação de antecedentes criminais das pessoas de interesse em questão de segundos e a atualização do registro diário de atividades dos policiais e outros relatórios necessários em tempo real. Outras peças comuns de equipamento policial incluem lanternas / tochas, apitos, cadernos policiais e ""cadernetas"" ou citações.",Como a polícia moderna costuma se comunicar?,rádio,84
